Source (A)	Source (B)	Source (C)	posemo	negemo
641640811696795010	positive	May be sick, but I'm still tuning into the Apple event thing at 10, because I want to support my babu.	4.76	4.76
641640990319709950	positive	This chick bid on the 1st showcase (bunch of Apple products). Rookie mistake. 2d showcase was a trip, a TV and a car. Her face was hilarious	3.70	3.70
641641510384087040	positive	Not Available	0.00	0.00
641642454035341060	negative	Not Available	0.00	0.00
641644533827005950	neutral	Not Available	0.00	0.00
641644999164231040	positive	@TheLegendBlue At the same time as the Apple event? Nope! Test weapons have to wait until tomorrow! ;-) #destinythegame #apple #appleevent	0.00	5.00
641645846921003010	neutral	#apple A look at the evolution of Apple's iPhone: Apple will unveil the new iPhone on Wednesday. The next iPho... http://t.co/TEDe4E4fuA	0.00	0.00
641646262786375040	positive	If you can't watch Apple's video stream, follow the news in @wsjd's live blog: http://t.co/sQ7PVmld9F Did somebody say "rose gold iPhones"?	0.00	0.00
641646632216468990	positive	Not Available	0.00	0.00
641647415997526020	neutral	Hours to go for Apple event, here's the word on the streets: Were just 2 hours away from Apples September 9 ev... http://t.co/kwLZBbaLCH	0.00	0.00
641647723289165060	neutral	99% no one is dropping an album at today's Apple event. Free trial period ends Sept 30. If anything, it'll be after to encourage renewals.	8.00	0.00
641648422324412030	neutral	If you have missed one of the many many many many FYI posts about this, the Apple event is HERE ---&gt; http://t.co/eKZfNlLVIy	0.00	3.85
641649097682873980	positive	Rumor has it Apple is likely to unveil 3 new iPhones at their 9 Sep media event; iPhone 6s, iPhone 6s Plus,iPhone 6c http://t.co/QF8d6P1Y7R	0.00	0.00
641649387492503040	positive	Just 30 minutes to go for the Apple event live: http://t.co/QnvxEYM6l8	0.00	0.00
641650074943138940	neutral	Retweeted not Jony Ive (@JonyIveParody):  If you want to know what @Samsung will do tomorrow, tune in to Apple... http://t.co/qP3QP9ReN5	0.00	4.00
641651328310115970	neutral	@LoyalSHA there's no word that he signed over to Apple yet but may be true.	6.67	0.00
641652281943976960	neutral	@jeffkibuule I think the keyboard on the Surface Pro may be a weak point. Will be interesting to see what Apple does for hardware input	4.00	4.00
641653341659901060	positive	Don't want to watch a scope of the #Apple Event livestream? Go directly to Apple site. http://t.co/ZCqcFKlw44	0.00	0.00
641653832439561980	positive	15 minutes until all of the Android fanboys goes squealing for the Apple's September 9th Event! ;)	0.00	0.00
641654117593563010	neutral	Wait.  So did Apple just give folks another reason to upgrade to Windows 10?   http://t.co/0WJFtIo16M	0.00	0.00
641654835037735940	positive	t-minus 10 minutes! c'mon Apple, gimme something good to obsess about and sell my body for	5.56	5.56
641654885583351040	negative	Come on Win10 users, just to screw with Apple's statistics let's stream their live event from the Edge browser :) http://t.co/e7SphsrFHr	4.00	4.00
641656127101533950	neutral	a) Watch the Apple event, despite having little interest in what may be announced  OR  b) Keep working, catch highlights later  Leaning A :/	4.17	0.00
641656762588761980	positive	Check out our live coverage of the Apple event here. http://t.co/m7GTh00fgA	0.00	0.00
641656816846404990	positive	Apple announcement event just starting... http://t.co/0nL7gTzYmb #apple	0.00	0.00
641656839952732030	positive	#AppleEvent is about to start! Watch Apple's live stream here: http://t.co/pItt3mUI4B	0.00	0.00
641657855267965950	neutral	Not Available	0.00	0.00
641658182792690940	negative	Oddly the Apple event will stream to a Edge browser but not to Chrome http://t.co/Uahli9KfIW	0.00	0.00
641658203382673020	negative	Not Available	0.00	0.00
641658989139357060	positive	Apple's Tim Cook has just taken to the stage promising some mega announcements - even skipping the regular updates: http://t.co/Ck2ZfTwXrI	4.35	0.00
641659122627293060	neutral	Not Available	0.00	0.00
641659133863718020	positive	Apple's @tim_cook gives an update on the projects launched in June. #AppleWatch has gate 97% satisfaction. #AppleLive http://t.co/PR2NzVygol	4.35	0.00
641659630595244030	positive	From the #AppleEvent - New watch faces &amp; 3rd-party complications + Facebook messenger, GoPro, and Airstrip coming to Apple watch	5.26	0.00
641659814779714940	positive	I don't think they'd drop the album at the Apple event, however it may explain them performing at the Apple Music event in September-A	0.00	0.00
641660283421724030	neutral	So the Apple event stream doesn't allow it to be streamed in Chrome or Firefox, but does allow the Edge browser o.O http://t.co/yJddpI7qsE	0.00	0.00
641660457573478020	positive	Not Available	0.00	0.00
641660922214359040	positive	Nero: Apple event is about to start. Apparently they are about to get serious about gaming. Again. http://t.co/lro0FWTISB	0.00	4.55
641661164783468030	negative	I'd call it plugins but Apple calls it complications https://t.co/dMNUgyf7G0	0.00	0.00
641661475098988030	positive	Apple's event is streaming in stereo.  May seem minor but as a audiophile, I just love and appreciate this.	10.53	0.00
641661698366024960	positive	Really excited about Apple Watches collab with #Hermes - so beautiful! The new models with a new OS update - everything is available Sept 16	8.70	0.00
641662004600638980	negative	This is even more depressing than the Apple event. https://t.co/K7FxFYrT2z	0.00	7.14
641662091976396030	neutral	Trying to follow the #AppleEvent without an Apple product. Here's a live blog. http://t.co/vCYtI5N6jX	0.00	0.00
641662233731137020	neutral	Not Available	0.00	0.00
641662294125072000	positive	This looks like the best live blog of Apple event today http://t.co/bjePxegdYe	6.25	0.00
641662846196150020	neutral	#Tech Apple announces major update to the Apple Watch for September 16th http://t.co/HxjB93UKpg http://t.co/45hl0h59hZ	0.00	0.00
641663313756072960	neutral	Apple's new model of watchOS 2 is going to be available on September 16 in 24 countries except India http://t.co/fvBHA7YYrg	0.00	0.00
641663689075105020	positive	Not Available	0.00	0.00
627947053767748990	positive	10 Best Apps for the Apple Watch (That May Make You Crave One) #AppleWatch http://t.co/8u629ZxTTj	5.00	0.00
627978419607870980	positive	@brianshall Depends on wearable tech being viable. I think so and the Apple Watch is already profitable so I think we'll see 2nd gen.	4.17	0.00
628155253758692990	positive	Apple Watch now works with August`s designer smart lock http://t.co/bx8IAPlUdG #charlesmilander http://t.co/M2MBAyqDzP	4.76	0.00
628216397672217980	neutral	http://t.co/JYTAghGruQ When you are at home it is more likely that you have an Apple Watch on your wrists than a iPhone in your pocket.	0.00	0.00
628225751964253950	neutral	Been using the @Pebble watch for a few days now and going to compare it to the Apple Watch tomorrow on OMN. http://t.co/niTtPVnNTT	0.00	0.00
628271880797970050	positive	Unlock your door from your wrist with #August Smart Lock for Apple Watch http://t.co/4RCmwFBipl #applewatch #apps	5.00	0.00
628285319251655940	positive	Apple Watch the new smart door Key.  http://t.co/jwVGi2cOpz via @macworld	7.14	0.00
628316900259463040	positive	Advert for Apple Watch features a birth scene, with the caption "delivery times may vary" #winner	6.25	0.00
628336089019740030	neutral	Apple Watch will Arrive at Best Buy on August 7: This greater availability of the Apple Watch may pla... http://t.co/VZsmFDBtNL #AppleTV	8.00	0.00
628343143184764030	neutral	Best Buy Canada to begin selling the Apple Watch on August 14th: A subsidiary of Advanced Semiconductor Engine... http://t.co/EuHPuCCz6C	4.35	0.00
628510843479552000	positive	Apple Watch is selling like hot popcorn at Yaya Centre. The half bald gringo with a long nose and sun-burned skin... http://t.co/nNTTcTXebH	3.70	0.00
628582809909767940	negative	With the news that Apple Watch sales may not be as healthy as Cupertino claims, we look at how the numbers stack up http://t.co/MdcHcIdGsf	3.57	0.00
628664062545656960	neutral	@StocardApp tried on Apple Watch at AH: impossible to hold watch before scan at desk. Turn it upside down may help!	0.00	0.00
628881767051558020	neutral	How the Apple Watch may have saved this man's life http://t.co/n1KiUgaLq9	0.00	0.00
628909655989858050	neutral	@BestBuy - where can I find the list of which Best Buy stores will be selling the Apple Watch on Friday?	5.00	0.00
628949946008477060	positive	The Apple Watch may just change the way we travel. How do you think smart watches will aid our trips? http://t.co/OfpQHFW6PE	4.00	0.00
629037957538672000	neutral	@BestBuy - What time does the Apple Watch go on sale this Friday?	0.00	0.00
629118056246054020	positive	@teroterotero it's too early. Though to be clear. Apple Watch is already the market leader. And best performing Apple product in 1st quarter	4.35	0.00
629336912277412990	positive	Wow, this may be the killer app for Apple Watch. https://t.co/iN2nGMqiiL	6.67	6.67
629364497728281980	neutral	Microsoft brings Outlook to Apple Watch: Microsoft made a bigger push in the wearables market on Thursday, but... http://t.co/UobTk8Yrrb	0.00	0.00
629379172553501950	neutral	Sigh, my Apple Watch just informed me "TIME TO STAND" literally right after I sat down after walking to get a cup of coffee.	0.00	4.17
629579203197987970	neutral	Apple Watch may be a game changer when it comes to fitness activities, but not everyone has jumped on that... http://t.co/lWm6jI9kar	0.00	0.00
629579378284859010	positive	The MiniSuit SPORTY armband lets you carry your iPhone 6 and your keys while working out: Apple Watch may be a... http://t.co/HHk2xcmhOb	0.00	0.00
629715904411012990	neutral	The Apple Watch has drastically lowered sales of this product: It may be unsurprising that the Apple AA... http://t.co/zktCqxPJ17 #Apple	0.00	4.17
629723988743196030	neutral	Apple Watch Arrived At Best Buy Today  Best Buy began selling the Apple Watch on Friday, becoming the first... http://t.co/euhlMuQpjN	8.33	0.00
630115341192969980	positive	Apple Watch now at Best Buy: Apple unveiled the company's first major consumer device in years on Monday, Marc... http://t.co/T6eqrZtzCj	4.17	0.00
630390946354568960	positive	July 27 Reuters - The Apple Watch will be available at stores of Best Buy Co Inc, the largest U	5.26	0.00
630432329249521020	positive	Monster trucks, Apple Watch email, and other awesome apps of the week - http://t.co/ffwntxbhdc #news #tech #football http://t.co/QUJJ3FoJCe	4.00	0.00
630463687384539010	neutral	Since I can't jailbreak the Apple Watch, the theming platform may have to been an app to download icon packs, and then the user 1/2	0.00	0.00
630475066506125060	neutral	Why buy an Apple Watch when you can get an edgier budget #Smartwatch by @xiaomi? Rumor: will release in November! http://t.co/NKNz6MWNf7	0.00	0.00
630697178655140990	positive	Getting your hands on an Apple Watch may soon be easier. We'll tell you where you might be able to to find it next on #GMR8	3.85	0.00
630746056083422980	positive	Get Ready for Apple Watch Now you can start creating experiences for Apple Watch November 18, 2014  http://t.co/qLNEcFgpQc Cool Tech!!!	12.50	0.00
630813109028962050	positive	@Kwagstaff In PR &amp; rep a Kckstr for 1st off the wrist accessories for Apple Watch. Can I send u info? They are rly chic &amp; innovative Thx	3.57	0.00
630838157886360960	positive	With Apple Watch, wearable tech may start living up to the hype http://t.co/madLiqDvMc  #wearable #wearabletech	0.00	0.00
630886232084605950	positive	Everyone is invited this Wednesday.  To be in the drawing for the Apple Watch, bring your backpack for the... http://t.co/W40a3MC5up	0.00	0.00
631089371626605950	positive	Leaked iPhone 6s parts show stronger, thicker case (bid adieu to Bendgate), may be using the same aluminum alloy as Apple Watch.	4.55	0.00
631255344560349060	neutral	Mobile News AppYea Prepping New Mobile App for Apple Watch - On Tuesday morning, MMW was briefed by the crew at Ap... http://t.co/SA5Cl5CGvg	0.00	0.00
631255429222432000	neutral	UBS: Interest in Apple Watch 'Tepid' - It sounds like Apple Watch is hot, but interest in the smartwatch may actua... http://t.co/vtGLpkHLld	7.69	0.00
631661247432403970	positive	You may be tempted to swim with this new waterproof Apple Watch case http://t.co/tv2PuuXLjD #apple	0.00	0.00
631816714544545020	neutral	Apple Watch sales sluggish but will catch on, says analyst: Is the Apple Watch a flop so far? Hmm, that may or may not be the case. B...	0.00	0.00
631972680967789950	positive	. #bostonfest! We're walking around now and if we see you wearing our tshirts, one of our team may give you an Apple Watch!	0.00	0.00
632020116356657020	negative	A crappy cycling app that doesn't even support the Apple Watch faved this tweet: https://t.co/a7l268vqeX	5.26	5.26
632065094461976060	neutral	You'll be able to buy the Apple Watch from select Harvey Norman, Domayne, JB Hi-Fi and Myer stores from tomorrow   http://t.co/tcevd3nww8	0.00	0.00
632249464682642940	neutral	Ever since the launch of the Apple Watch in late April, each of the bands for the wearable have become available... http://t.co/mPIEC8t4qu	0.00	0.00
632259368818338940	neutral	Samsung teases round smartwatch with heavy Apple Watch influence:  Samsung's Unpacked event on Thursday brough... http://t.co/cQYQ4lUHKD	0.00	5.00
632586398369991940	positive	What a world of difference a leather band makes on Apple Watch. h/t @casuallynorm for pointing me in the direction of 3rd party lugs	4.00	0.00
